invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
67-711-6492,6820495986,Female,37,Books,1,1936,Cash,04-04-2021,SM Megamall
99-518-4412,1995381284,Male,45,Clothing,2,674,Cash,24-08-2022,SM Mall of Asia
57-152-6071,197796915,Male,55,Beauty,1,570,Debit,25-09-2023,SM City Fairview
03-410-2302,1391304047,Female,51,Toys,2,704,Credit Card,13-09-2023,SM City Fairview
09-233-4785,6588811187,Female,63,Food,3,1938,Credit Card,28-05-2023,SM City Fairview
27-073-2754,9607608674,Female,57,Beauty,2,885,Cash,04-08-2023,SM Seaside City Cebu
40-938-9373,1840873140,Female,23,Pet Supplies,4,497,Debit,11-10-2022,SM Mall of Asia
54-671-6593,6859263377,Male,75,Electronics,2,1508,Cash,25-03-2023,SM Megamall
04-939-0118,5932761660,Female,42,Sports Equipment,3,23,Credit Card,26-05-2022,SM City Fairview
03-636-7320,4802302096,Male,23,Beauty,1,530,Credit Card,11-10-2021,SM Megamall
27-626-6440,4660481190,Female,26,Music,3,1258,Credit Card,09-05-2021,SM Megamall
87-219-6220,92726488,Male,47,Beauty,1,975,Debit,16-04-2021,SM City Fairview
84-247-8045,4161714939,Female,33,Sports Equipment,2,1642,Credit Card,20-04-2023,SM City Fairview
14-144-6776,789703629,Male,41,Home Goods,1,1593,Debit,21-12-2022,SM City North EDSA
79-395-8803,937892866,Male,62,Music,2,208,Cash,13-10-2021,SM City North EDSA
44-400-0503,2183721200,Female,43,Electronics,4,993,Debit,24-08-2023,SM City Cebu
54-759-8808,2569684082,Male,34,Home Goods,1,816,Debit,05-04-2022,SM City Fairview
41-009-0307,6969999661,Male,56,Home Goods,4,403,Cash,14-03-2022,SM City North EDSA
98-658-8034,6543689412,Female,40,Clothing,2,671,Cash,23-06-2023,SM City Cebu
68-050-8578,4892902241,Female,58,Beauty,1,1489,Credit Card,17-07-2021,SM Mall of Asia
44-870-7755,5144661939,Female,16,Food,5,1197,Credit Card,19-04-2023,SM City Cebu
43-931-3212,8237362608,Female,15,Clothing,4,443,Credit Card,15-05-2022,SM City Cebu
93-644-4304,7562598835,Female,62,Beauty,3,55,Debit,19-04-2023,SM City Fairview
07-689-7433,907321178,Male,59,Food,3,114,Debit,14-02-2021,SM Mall of Asia
98-963-9397,8315783963,Female,63,Sports Equipment,4,159,Credit Card,28-01-2021,SM City Cebu
16-142-1883,5555614683,Female,24,Beauty,1,476,Debit,04-09-2023,SM Seaside City Cebu
43-819-6283,6143818495,Female,18,Sports Equipment,3,256,Cash,22-10-2022,SM City North EDSA
66-025-3981,1005349789,Female,15,Home Goods,3,1063,Debit,06-02-2021,SM Megamall
76-357-7732,1314081489,Male,67,Books,5,15,Cash,02-07-2021,SM Megamall
81-708-5283,7627845513,Male,78,Toys,2,1064,Debit,27-07-2022,SM Mall of Asia
69-559-2292,5800232784,Female,21,Books,3,205,Cash,29-05-2022,SM Mall of Asia
38-764-2805,2788955898,Female,35,Music,3,628,Credit Card,27-08-2022,SM Mall of Asia
28-878-2411,8993936013,Female,78,Pet Supplies,3,1789,Credit Card,26-06-2022,SM Seaside City Cebu
08-818-6473,3937842020,Female,16,Toys,4,133,Credit Card,06-07-2023,SM Seaside City Cebu
31-042-2908,5932684267,Female,25,Books,4,608,Debit,21-08-2021,SM Seaside City Cebu
16-126-3958,9204656379,Female,75,Music,5,652,Debit,04-04-2022,SM City North EDSA
63-144-7755,6517018492,Female,61,Toys,4,1491,Cash,17-10-2022,SM City Fairview
65-660-1276,4612167988,Male,62,Electronics,5,522,Debit,10-09-2021,SM City Fairview
30-448-8767,1495668681,Female,31,Clothing,5,694,Credit Card,30-12-2022,SM Megamall
89-859-5322,4617986677,Male,40,Books,4,1686,Debit,30-05-2022,SM Seaside City Cebu
11-345-6753,3428954270,Male,25,Pet Supplies,2,747,Debit,02-04-2022,SM City North EDSA
99-949-4387,4722311447,Female,31,Music,4,1218,Cash,18-08-2022,SM Mall of Asia
50-518-3662,7134261824,Female,54,Electronics,1,1439,Debit,05-12-2023,SM City Cebu
80-730-5374,5259285956,Male,40,Books,2,163,Credit Card,21-11-2021,SM Mall of Asia
85-243-1957,4693107158,Female,71,Beauty,4,796,Credit Card,21-12-2022,SM City Fairview
65-777-2843,3306920525,Female,16,Toys,4,909,Credit Card,30-10-2022,SM City North EDSA
21-763-1333,8729957818,Male,16,Sports Equipment,2,1022,Cash,01-03-2023,SM Seaside City Cebu
32-583-6888,8394482015,Male,64,Pet Supplies,5,1406,Cash,14-04-2023,SM City Fairview
77-794-6563,4163512985,Male,55,Home Goods,1,444,Debit,09-04-2021,SM Mall of Asia
46-660-5052,4940948706,Female,51,Music,4,1294,Credit Card,04-05-2022,SM Mall of Asia
67-375-0015,6468871263,Male,72,Beauty,5,771,Debit,01-07-2021,SM City Cebu
07-280-8783,1217320512,Male,48,Music,1,31,Cash,23-12-2023,SM Mall of Asia
07-906-5834,8304089971,Female,15,Electronics,3,783,Credit Card,08-12-2022,SM City North EDSA
67-774-0428,2004452420,Female,40,Toys,5,1337,Cash,08-07-2022,SM City Fairview
29-618-3034,6868961863,Female,29,Beauty,3,118,Cash,09-07-2022,SM City Fairview
97-010-6759,7486324083,Male,48,Music,4,643,Cash,28-07-2022,SM Mall of Asia
70-824-4924,1190374560,Male,65,Electronics,3,834,Credit Card,03-12-2022,SM City Fairview
91-553-6511,1963853199,Male,37,Pet Supplies,1,939,Debit,18-08-2021,SM City Fairview
80-070-1870,8012858304,Female,77,Beauty,3,1825,Cash,16-12-2022,SM City North EDSA
58-586-8090,9244098199,Female,21,Music,2,817,Credit Card,26-07-2021,SM Seaside City Cebu
60-760-4802,34015299,Male,16,Books,4,1984,Cash,07-05-2021,SM City Fairview
71-494-3403,5557836918,Female,76,Beauty,3,262,Credit Card,28-10-2021,SM Mall of Asia
15-794-7857,8710182608,Female,21,Books,4,788,Debit,17-05-2023,SM Mall of Asia
24-711-6097,311234739,Male,57,Pet Supplies,2,1955,Cash,10-09-2022,SM Mall of Asia
54-353-6916,4632598577,Female,67,Music,5,364,Debit,12-09-2021,SM Mall of Asia
34-401-8573,3851167767,Male,17,Sports Equipment,1,829,Cash,07-08-2021,SM Seaside City Cebu
67-353-5688,2386395847,Male,44,Music,2,946,Cash,29-05-2022,SM Mall of Asia
13-184-6710,2926332963,Male,75,Beauty,3,1542,Cash,24-05-2022,SM City Cebu
76-619-3457,324611765,Male,16,Electronics,4,1072,Credit Card,21-07-2022,SM City North EDSA
51-533-2484,2528098235,Male,60,Toys,5,1059,Cash,16-02-2022,SM Megamall
00-021-7821,5655296772,Female,70,Toys,2,1000,Cash,23-12-2021,SM Megamall
90-393-8151,7998356715,Male,44,Beauty,4,958,Credit Card,29-08-2021,SM City Cebu
81-385-9191,8654482664,Male,16,Food,1,1314,Cash,05-05-2022,SM Megamall
49-004-9653,5881129334,Female,32,Sports Equipment,1,188,Debit,01-10-2021,SM Seaside City Cebu
29-133-7841,1865761974,Female,79,Music,2,657,Credit Card,24-07-2021,SM City Cebu
38-865-3693,4049321327,Female,24,Home Goods,1,1185,Credit Card,22-08-2021,SM City North EDSA
50-591-4229,4750763535,Male,51,Clothing,4,1385,Debit,14-11-2021,SM Seaside City Cebu
89-958-3273,6169808861,Male,24,Books,5,1051,Cash,10-01-2023,SM City Cebu
41-794-3355,7836706451,Male,54,Pet Supplies,4,523,Cash,24-06-2021,SM Megamall
59-812-6367,1293436887,Male,19,Toys,1,31,Cash,18-08-2021,SM Megamall
25-557-3749,2304499732,Female,51,Home Goods,4,750,Cash,20-10-2023,SM Mall of Asia
22-233-7677,9671522920,Female,65,Sports Equipment,4,449,Cash,04-01-2021,SM City Cebu
64-009-0445,3852847753,Male,70,Toys,3,1577,Debit,03-06-2022,SM Seaside City Cebu
53-862-7770,4983165487,Female,39,Music,4,1877,Credit Card,14-07-2023,SM City Cebu
76-390-0072,5840504580,Male,79,Electronics,1,1900,Cash,31-12-2022,SM City Cebu
07-348-4806,6773282675,Male,17,Food,4,184,Credit Card,13-12-2021,SM Megamall
40-085-9387,4559091307,Male,42,Sports Equipment,3,1356,Cash,17-08-2021,SM Megamall
02-333-5840,4305890062,Male,32,Books,2,897,Cash,29-05-2022,SM Seaside City Cebu
79-539-0442,2076446427,Female,55,Electronics,2,1430,Cash,12-09-2021,SM Mall of Asia
27-419-8089,923786813,Male,18,Music,2,1435,Credit Card,16-03-2022,SM Megamall
93-612-7896,536753334,Female,37,Books,1,929,Debit,09-07-2021,SM City Cebu
40-864-4891,3888542766,Male,19,Electronics,4,1519,Debit,03-12-2023,SM Seaside City Cebu
60-431-0940,630874115,Male,72,Books,3,327,Credit Card,26-01-2023,SM Megamall
96-651-4070,4472502372,Female,37,Beauty,4,1839,Debit,31-07-2021,SM City North EDSA
43-431-9035,2461927065,Female,44,Food,2,413,Cash,14-05-2022,SM Mall of Asia
24-925-6921,1823505627,Female,57,Beauty,1,1263,Credit Card,14-07-2023,SM Megamall
62-660-8924,8514277731,Male,68,Electronics,5,1932,Debit,03-01-2023,SM Megamall
75-331-1591,8725650432,Male,65,Beauty,1,1433,Debit,18-10-2023,SM City Cebu
51-468-1766,1591742978,Male,34,Toys,4,1894,Debit,07-01-2022,SM City Fairview
54-614-2429,20003471,Male,71,Food,2,907,Cash,08-07-2022,SM City North EDSA
43-043-7514,1514471833,Female,45,Sports Equipment,3,610,Cash,19-01-2021,SM Seaside City Cebu
85-586-1550,6939278095,Male,24,Clothing,4,381,Credit Card,29-12-2022,SM Megamall
26-638-9021,1259199118,Female,43,Pet Supplies,2,1417,Credit Card,10-08-2022,SM Megamall
72-233-1314,977617262,Male,27,Clothing,5,91,Debit,01-04-2021,SM City North EDSA
14-370-3965,748459944,Male,76,Clothing,3,1204,Debit,11-05-2021,SM Seaside City Cebu
49-008-9382,6564092784,Male,22,Sports Equipment,2,1501,Credit Card,13-11-2022,SM Seaside City Cebu
43-432-2305,6791861320,Female,71,Music,5,244,Credit Card,18-02-2022,SM City North EDSA
73-421-3329,871668262,Male,80,Pet Supplies,5,496,Debit,22-06-2023,SM City Fairview
65-778-2086,8864649603,Male,68,Books,1,1141,Credit Card,28-08-2021,SM City North EDSA
51-299-2444,9543028680,Male,60,Clothing,2,1196,Debit,05-03-2023,SM Seaside City Cebu
25-194-4235,2008893898,Male,22,Clothing,4,560,Debit,20-05-2023,SM City Cebu
67-384-4744,3376211655,Female,69,Toys,1,1058,Cash,23-10-2022,SM City Cebu
24-336-3875,3037439394,Male,35,Electronics,1,743,Cash,22-06-2021,SM City North EDSA
86-892-4531,9287333041,Male,38,Clothing,2,297,Debit,20-08-2021,SM City Cebu
60-183-8802,1346681848,Female,16,Sports Equipment,3,1936,Debit,30-01-2023,SM City North EDSA
31-703-4298,9725043448,Male,63,Sports Equipment,4,20,Cash,03-01-2021,SM City Cebu
51-193-7129,9653978993,Female,17,Toys,4,1107,Credit Card,05-11-2021,SM Mall of Asia
16-333-3437,1851884815,Female,62,Music,1,237,Credit Card,29-08-2021,SM City North EDSA
61-995-3805,5916671725,Female,44,Home Goods,2,1394,Debit,26-12-2022,SM City North EDSA
49-702-9117,7778013592,Female,40,Pet Supplies,3,1404,Cash,03-11-2022,SM Mall of Asia
81-151-0356,3690993881,Female,58,Clothing,5,135,Cash,19-12-2022,SM City Fairview
63-056-3910,2640740326,Male,24,Books,5,1175,Debit,12-04-2021,SM Seaside City Cebu
66-707-5165,1669418170,Male,32,Sports Equipment,5,1838,Cash,17-11-2022,SM City Fairview
06-446-1597,4622839113,Female,71,Beauty,2,929,Cash,21-05-2021,SM City Cebu
78-146-2922,4887597347,Male,57,Home Goods,2,1155,Cash,31-10-2022,SM City Fairview
80-403-5562,1238171184,Male,37,Pet Supplies,5,1817,Credit Card,08-07-2022,SM City North EDSA
14-553-7471,4583558910,Male,20,Beauty,5,529,Cash,21-07-2023,SM City Cebu
24-025-1613,6697495723,Female,21,Sports Equipment,3,1583,Cash,06-01-2023,SM Megamall
11-409-2425,6302218276,Male,38,Home Goods,1,1889,Credit Card,16-04-2022,SM Seaside City Cebu
44-524-1881,3530320110,Male,76,Home Goods,4,1294,Credit Card,17-07-2021,SM Seaside City Cebu
35-442-8938,4119700348,Male,35,Food,1,862,Cash,12-11-2023,SM City North EDSA
15-486-6338,1044170034,Male,17,Beauty,1,85,Cash,23-12-2022,SM City North EDSA
00-641-5405,2219120783,Male,74,Toys,2,553,Credit Card,22-10-2023,SM City North EDSA
00-628-1037,8576104539,Male,60,Food,4,277,Debit,14-02-2021,SM Seaside City Cebu
34-194-0407,5399459019,Male,76,Clothing,3,614,Cash,29-11-2022,SM City Fairview
32-610-7515,5339534839,Female,27,Books,4,1654,Cash,01-01-2022,SM Seaside City Cebu
81-012-4418,5935777959,Female,25,Sports Equipment,2,142,Debit,27-07-2021,SM Seaside City Cebu
62-666-4531,9507808825,Female,34,Sports Equipment,5,1539,Cash,06-08-2021,SM City North EDSA
74-401-8122,3938045930,Male,27,Toys,5,1766,Credit Card,16-02-2021,SM Megamall
04-092-6617,6372226774,Female,23,Sports Equipment,3,427,Debit,12-07-2021,SM Seaside City Cebu
22-535-1258,4708076355,Female,41,Music,4,1265,Debit,08-06-2021,SM Megamall
95-540-3490,4514153400,Female,40,Books,3,1483,Cash,26-10-2022,SM Seaside City Cebu
18-105-7043,3448050288,Male,47,Electronics,2,395,Debit,22-04-2021,SM City Cebu
42-597-2848,3215301229,Male,77,Music,4,1821,Debit,31-10-2021,SM Seaside City Cebu
31-877-4271,9529261756,Male,29,Toys,2,434,Credit Card,10-09-2023,SM City Fairview
56-849-3612,970424876,Female,77,Pet Supplies,5,1722,Credit Card,06-08-2021,SM Seaside City Cebu
52-138-4697,3830409648,Female,49,Music,4,1129,Debit,08-12-2021,SM City Cebu
40-460-9269,5136794216,Male,34,Books,2,1365,Debit,03-03-2023,SM City Fairview
33-598-2931,4076311957,Male,76,Music,3,129,Cash,11-12-2023,SM Seaside City Cebu
29-527-2363,5935952947,Male,70,Food,4,140,Credit Card,04-11-2021,SM City North EDSA
37-031-2148,3120797359,Male,42,Clothing,5,836,Cash,12-07-2021,SM City North EDSA
23-962-1677,2528586264,Female,33,Toys,2,1749,Debit,13-06-2022,SM City Fairview
08-434-3443,5182434022,Female,69,Pet Supplies,5,1154,Debit,08-01-2021,SM Megamall
67-360-0246,7053460223,Female,33,Food,1,1060,Cash,31-07-2021,SM Seaside City Cebu
32-119-3905,29020689,Female,19,Books,5,24,Credit Card,29-05-2022,SM City Cebu
41-748-9162,8903915038,Female,73,Clothing,1,721,Credit Card,08-12-2022,SM Seaside City Cebu
02-775-0017,3463262797,Female,53,Clothing,1,204,Credit Card,10-11-2022,SM Seaside City Cebu
26-369-4381,3893474013,Male,66,Beauty,1,795,Credit Card,03-12-2021,SM City North EDSA
32-403-1923,6532843555,Male,75,Sports Equipment,5,1003,Cash,10-04-2021,SM Seaside City Cebu
15-691-9823,6489388782,Male,72,Pet Supplies,5,1656,Cash,28-11-2022,SM City North EDSA
41-435-6032,7647395114,Male,49,Beauty,3,260,Credit Card,08-01-2021,SM City North EDSA
36-192-9313,6723401700,Male,50,Electronics,1,1128,Credit Card,13-08-2022,SM Mall of Asia
20-450-5813,9469963032,Female,76,Electronics,4,65,Credit Card,24-12-2021,SM City Fairview
07-673-4439,1624992595,Male,78,Beauty,4,1294,Cash,01-08-2021,SM Seaside City Cebu
83-986-1194,7098593389,Male,50,Pet Supplies,3,1324,Cash,14-02-2022,SM City Cebu
39-603-8600,4780600960,Male,46,Beauty,5,1717,Credit Card,24-10-2023,SM Megamall
20-254-4607,6851622513,Male,60,Music,4,999,Cash,27-08-2023,SM Megamall
56-675-8280,6043279169,Female,35,Clothing,2,1251,Cash,16-04-2022,SM Mall of Asia
58-546-6961,4067404514,Male,61,Home Goods,2,1826,Debit,18-08-2023,SM Seaside City Cebu
69-178-7515,9465052973,Female,65,Pet Supplies,2,1810,Cash,09-12-2021,SM City Cebu
39-111-3564,19133561,Male,21,Toys,3,1344,Cash,12-06-2022,SM Megamall
06-971-1166,7583279038,Male,61,Home Goods,2,1787,Credit Card,29-07-2023,SM City Fairview
09-131-0263,9039894736,Male,69,Home Goods,1,1705,Debit,31-03-2022,SM Mall of Asia
66-802-9369,1346211671,Male,51,Food,1,194,Cash,03-04-2022,SM Megamall
75-105-6159,1754058566,Male,20,Pet Supplies,5,1117,Debit,25-11-2023,SM Seaside City Cebu
26-293-8240,5204329870,Male,44,Electronics,4,1719,Debit,02-01-2022,SM City Fairview
94-597-9100,8607428888,Male,40,Electronics,2,1725,Debit,07-04-2022,SM City North EDSA
56-606-4130,3926453583,Female,64,Toys,1,1083,Credit Card,11-07-2022,SM Megamall
38-243-8920,9564195543,Female,36,Sports Equipment,4,678,Debit,06-01-2022,SM Mall of Asia
18-608-0471,3436273740,Male,67,Electronics,2,622,Credit Card,16-08-2021,SM Megamall
95-995-0520,4030276288,Male,42,Food,4,1989,Credit Card,26-12-2023,SM City Cebu
92-381-8614,2741496668,Male,62,Electronics,3,1746,Debit,31-03-2023,SM Mall of Asia
17-685-2917,6373055752,Female,63,Home Goods,5,1212,Cash,21-01-2022,SM Seaside City Cebu
88-171-4016,3042331911,Female,22,Music,3,1530,Cash,27-07-2021,SM City Cebu
41-053-7338,7531018136,Male,68,Pet Supplies,4,1517,Credit Card,03-02-2021,SM Mall of Asia
24-714-1701,7450857685,Female,30,Sports Equipment,1,1210,Credit Card,05-07-2022,SM Megamall
38-323-1981,1274618592,Male,63,Music,4,60,Debit,11-06-2021,SM Seaside City Cebu
40-616-0618,935021418,Female,41,Food,1,1748,Debit,01-06-2021,SM Mall of Asia
25-757-8743,6128708684,Female,64,Books,1,1948,Cash,18-06-2023,SM Mall of Asia
38-951-2044,3337317006,Female,38,Home Goods,1,785,Debit,20-07-2022,SM City North EDSA
41-800-4481,904392511,Male,43,Books,2,872,Cash,25-11-2023,SM City Cebu
58-265-5991,2491190125,Female,70,Toys,4,506,Cash,07-05-2023,SM Mall of Asia
24-434-7825,1102116831,Female,37,Beauty,4,568,Credit Card,19-05-2023,SM City North EDSA
54-327-1021,957729243,Female,20,Sports Equipment,5,197,Debit,20-11-2022,SM City North EDSA
50-297-2854,512976139,Female,65,Pet Supplies,3,1545,Cash,26-04-2022,SM Mall of Asia
80-382-2532,8920059209,Male,38,Food,4,1328,Credit Card,30-10-2022,SM City Fairview
82-153-0561,8251561817,Male,66,Clothing,3,908,Debit,09-03-2023,SM Mall of Asia
90-822-2523,190970928,Male,43,Home Goods,2,1271,Credit Card,18-04-2021,SM City North EDSA
95-230-0544,6260760795,Female,19,Toys,1,784,Credit Card,31-07-2021,SM Seaside City Cebu
55-199-8918,7794951054,Female,65,Music,3,1344,Debit,15-03-2023,SM Seaside City Cebu
47-415-1066,1556161271,Female,26,Music,4,142,Credit Card,16-10-2023,SM Mall of Asia
54-501-3904,9496546935,Female,73,Beauty,5,1455,Debit,05-02-2021,SM City Fairview
57-826-6697,3192772972,Female,23,Clothing,3,1575,Credit Card,27-10-2022,SM City Fairview
65-021-3810,1365488128,Male,26,Clothing,2,864,Credit Card,28-02-2023,SM City Cebu
74-697-0700,9644220307,Female,42,Music,3,125,Credit Card,23-06-2022,SM City Cebu
27-021-0546,403188911,Male,15,Music,3,1697,Cash,20-11-2021,SM City Fairview
79-541-4032,786880546,Male,50,Music,4,416,Cash,22-01-2021,SM Mall of Asia
56-096-1259,2301145980,Female,51,Clothing,1,118,Debit,11-06-2023,SM Mall of Asia
27-520-7638,3230402448,Male,64,Clothing,4,156,Cash,27-10-2023,SM Mall of Asia
48-343-7893,9371951176,Female,46,Toys,2,96,Credit Card,26-09-2022,SM City Cebu
23-047-4748,9869635946,Male,50,Toys,2,275,Debit,26-05-2022,SM City North EDSA
94-619-6839,2278339621,Female,53,Electronics,3,918,Credit Card,31-05-2023,SM Mall of Asia
34-442-1877,3755370522,Female,80,Toys,5,1730,Credit Card,07-12-2021,SM Megamall
78-764-0560,822024128,Male,42,Toys,4,1764,Credit Card,22-02-2021,SM Megamall
92-183-0517,790066521,Male,70,Books,3,570,Debit,08-12-2022,SM Seaside City Cebu
96-556-8213,5625614725,Female,54,Pet Supplies,3,1981,Cash,23-10-2021,SM Seaside City Cebu
53-377-6451,2244413969,Female,44,Sports Equipment,3,1937,Debit,19-03-2023,SM City Fairview
57-839-8336,452706556,Female,78,Music,5,1192,Credit Card,22-07-2021,SM Mall of Asia
42-116-6272,1254204784,Female,75,Electronics,3,590,Credit Card,31-07-2022,SM City Cebu
78-580-7592,9920629707,Male,24,Clothing,2,423,Credit Card,22-07-2022,SM Seaside City Cebu
81-195-0999,6477067765,Male,33,Music,1,1181,Cash,07-02-2022,SM City Fairview
00-825-4689,3296377875,Female,69,Toys,5,1907,Debit,03-06-2023,SM Seaside City Cebu
35-083-3182,8956364540,Female,50,Beauty,3,1554,Credit Card,23-07-2022,SM Seaside City Cebu
59-519-4148,365167207,Female,65,Clothing,1,1402,Credit Card,12-10-2023,SM Megamall
17-505-5017,3123327582,Female,37,Food,1,1908,Cash,09-06-2021,SM Mall of Asia
68-990-6058,4607566535,Male,49,Sports Equipment,2,1853,Debit,15-07-2022,SM Seaside City Cebu
91-229-8603,6568969834,Male,43,Sports Equipment,2,1980,Debit,11-02-2021,SM City North EDSA
73-043-6143,201522632,Male,33,Toys,3,1431,Credit Card,27-12-2023,SM City Cebu
90-130-8164,4901702580,Male,71,Pet Supplies,1,788,Cash,13-05-2021,SM City Cebu
99-617-1557,1117769003,Female,50,Electronics,4,1419,Credit Card,15-04-2021,SM Mall of Asia
35-257-4057,7237929615,Female,50,Food,2,1828,Cash,12-09-2023,SM City Fairview
72-470-2252,4747834559,Female,39,Pet Supplies,5,601,Cash,13-06-2021,SM City North EDSA
49-952-5417,8570459084,Female,77,Food,3,754,Credit Card,20-12-2021,SM Mall of Asia
46-852-0849,4145792130,Male,44,Sports Equipment,5,1235,Credit Card,18-05-2021,SM City Fairview
42-134-8102,575186763,Female,37,Pet Supplies,5,529,Credit Card,05-11-2021,SM City North EDSA
98-333-7998,4634812851,Male,20,Clothing,2,1863,Cash,24-01-2023,SM City Fairview
50-787-3261,5770559438,Male,36,Beauty,4,1871,Debit,03-08-2023,SM Megamall
91-391-1590,2113020327,Male,39,Music,5,442,Debit,22-06-2023,SM City North EDSA
79-583-3160,7658332968,Female,70,Food,4,626,Debit,06-02-2021,SM City Fairview
21-144-6236,231111835,Female,26,Beauty,5,1562,Debit,04-04-2021,SM City Cebu
68-087-5099,7329562947,Male,55,Music,3,621,Cash,03-04-2023,SM Megamall
80-607-3860,113396635,Female,28,Beauty,3,1380,Debit,02-12-2021,SM City Fairview
14-186-0729,7755438775,Female,20,Sports Equipment,4,436,Credit Card,11-12-2023,SM City Cebu
75-431-5563,7486907836,Male,59,Beauty,1,1011,Credit Card,31-03-2023,SM Megamall
68-226-9056,1577920988,Male,42,Pet Supplies,5,1879,Debit,29-09-2021,SM Seaside City Cebu
56-495-5929,1629141720,Female,26,Pet Supplies,3,348,Debit,11-02-2022,SM City Cebu
42-041-8747,5035507483,Male,74,Electronics,2,69,Debit,25-02-2021,SM City Fairview
03-626-9484,467433100,Female,55,Books,1,899,Cash,30-01-2023,SM City Fairview
01-145-4691,8464199341,Female,60,Toys,1,1888,Cash,03-06-2022,SM Seaside City Cebu
37-760-9698,3994322855,Male,61,Music,5,1084,Debit,27-06-2021,SM City Cebu
13-965-3702,4194743830,Male,16,Books,1,186,Cash,02-12-2023,SM Seaside City Cebu
95-192-0655,8657423669,Male,48,Pet Supplies,4,926,Credit Card,06-10-2021,SM Megamall
62-093-0815,8707489382,Male,45,Sports Equipment,5,389,Cash,19-03-2023,SM Mall of Asia
77-953-4844,3023375038,Female,42,Electronics,1,1207,Debit,28-07-2021,SM City Fairview
98-992-9432,4324509166,Male,32,Books,2,422,Cash,29-08-2023,SM City Cebu
08-179-1955,5763896858,Female,50,Music,5,1226,Credit Card,28-10-2022,SM Megamall
15-799-0679,3134989816,Female,38,Home Goods,3,1080,Credit Card,23-03-2023,SM Megamall
03-624-5405,8233304980,Female,35,Sports Equipment,3,1335,Cash,24-07-2023,SM City North EDSA
44-531-7930,4131961334,Male,56,Clothing,4,1277,Debit,22-10-2022,SM Megamall
69-538-4280,6290078437,Female,57,Sports Equipment,3,1677,Credit Card,18-05-2023,SM Megamall
68-168-0079,7277581407,Male,45,Music,4,579,Credit Card,29-05-2023,SM City Fairview
73-805-6716,1479015296,Male,38,Food,3,619,Debit,08-12-2021,SM Megamall
46-062-1401,2559526220,Female,65,Food,3,665,Debit,10-04-2023,SM Seaside City Cebu
98-972-8631,9288130934,Male,74,Electronics,5,1698,Credit Card,22-04-2023,SM Megamall
62-878-6274,4473511898,Male,76,Electronics,1,749,Cash,18-02-2023,SM Seaside City Cebu
59-856-6725,2317824939,Male,78,Pet Supplies,3,269,Credit Card,06-08-2023,SM Megamall
35-556-5503,7485558684,Male,43,Books,5,670,Cash,06-12-2021,SM City North EDSA
29-412-8169,1679826670,Female,75,Music,5,1564,Cash,22-06-2023,SM City North EDSA
67-826-8484,1426407416,Female,41,Books,3,454,Debit,01-08-2022,SM Megamall
14-433-3586,6370820261,Male,36,Books,1,461,Debit,27-08-2023,SM City North EDSA
05-539-1861,8858723910,Male,70,Clothing,5,89,Cash,17-08-2021,SM Seaside City Cebu
22-095-2370,7048042168,Female,17,Sports Equipment,1,1736,Cash,24-05-2023,SM Mall of Asia
46-495-0199,8906311346,Male,55,Home Goods,2,780,Credit Card,05-11-2022,SM City Cebu
97-762-6107,3842782039,Female,66,Pet Supplies,5,1476,Debit,30-12-2022,SM Mall of Asia
70-478-7894,2521993921,Male,16,Toys,2,15,Credit Card,16-08-2023,SM Megamall
95-527-7483,6267593967,Male,53,Food,5,1565,Debit,26-12-2023,SM Megamall
81-044-5068,6511111105,Male,76,Music,2,1305,Cash,14-10-2021,SM Mall of Asia
50-438-5477,3764197447,Female,24,Music,2,953,Credit Card,19-02-2021,SM City Cebu
07-171-0513,294470093,Female,42,Clothing,3,624,Credit Card,22-05-2021,SM Seaside City Cebu
95-535-3861,8690256776,Male,54,Toys,2,705,Credit Card,23-05-2022,SM Seaside City Cebu
12-202-0250,6310720465,Male,59,Music,4,1578,Debit,14-05-2022,SM City Cebu
05-156-7325,7194603594,Male,38,Clothing,3,597,Debit,25-02-2022,SM City Cebu
40-606-7257,6655711630,Male,29,Food,5,1009,Debit,29-11-2023,SM City Cebu
09-861-9459,8714521946,Female,75,Home Goods,3,1519,Credit Card,28-11-2023,SM City North EDSA
35-831-9100,234299541,Male,46,Clothing,1,1989,Debit,21-09-2022,SM Megamall
86-497-9652,611099497,Female,62,Toys,5,1462,Cash,21-08-2023,SM City Cebu
84-676-6340,1401481078,Male,25,Books,2,575,Credit Card,09-12-2022,SM Mall of Asia
08-851-6049,5000768450,Male,54,Books,5,818,Debit,13-05-2022,SM City North EDSA
33-999-6558,7453368081,Male,40,Music,3,1411,Cash,07-01-2021,SM City Fairview
15-513-2205,257794115,Male,17,Toys,3,1022,Debit,01-04-2023,SM City Fairview
48-730-1906,9435552900,Female,45,Electronics,1,876,Credit Card,17-11-2023,SM City Fairview
98-458-2642,178714410,Male,48,Clothing,1,1908,Credit Card,26-07-2023,SM City Cebu
87-681-2476,693330198,Male,66,Books,2,639,Cash,12-04-2023,SM City North EDSA
67-501-0963,576810452,Male,46,Food,5,1316,Credit Card,17-01-2021,SM Megamall
23-445-7655,4155775158,Female,73,Clothing,5,116,Debit,11-02-2021,SM City Fairview
96-094-8083,3763504516,Male,78,Electronics,5,1801,Cash,03-03-2023,SM City North EDSA
